,,,,,,,,,,,,,,,,,
Main Stat,,,,Determination,,,Direct Hit,,,Critical Hit,,,,Skill Speed,,,
3938,18.74,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3940,18.75,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3942,18.76,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3944,18.77,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3946,18.78,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3948,18.79,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3950,18.8,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3952,18.81,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3954,18.82,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3956,18.83,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3958,18.84,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3960,18.85,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3962,18.86,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3964,18.87,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3966,18.88,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3968,18.89,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3970,18.9,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3972,18.91,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3974,18.92,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3976,18.93,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3978,18.94,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3980,18.95,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3982,18.96,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3984,18.97,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3986,18.98,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3988,18.99,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3990,19,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3992,19.01,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3994,19.02,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3996,19.03,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3998,19.04,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4000,19.05,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4002,19.06,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4004,19.07,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4006,19.08,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4008,19.09,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4010,19.1,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4012,19.11,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4014,19.12,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4016,19.13,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4018,19.14,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4020,19.15,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4022,19.16,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4024,19.17,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4026,19.18,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4028,19.19,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4030,19.2,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4032,19.21,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4034,19.22,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4036,19.23,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4038,19.24,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4040,19.25,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4042,19.26,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4044,19.27,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4046,19.28,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4048,19.29,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4050,19.3,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4052,19.31,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4054,19.32,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4056,19.33,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4058,19.34,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4060,19.35,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4062,19.36,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4064,19.37,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4066,19.38,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4068,19.39,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4070,19.4,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4072,19.41,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4074,19.42,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4076,19.43,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4078,19.44,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4080,19.45,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4082,19.46,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4084,19.47,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4086,19.48,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4088,19.49,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4090,19.5,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4092,19.51,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4094,19.52,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4096,19.53,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4098,19.54,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4100,19.55,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4102,19.56,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4104,19.57,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4106,19.58,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4108,19.59,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4110,19.6,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4112,19.61,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4114,19.62,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4116,19.63,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4118,19.64,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4120,19.65,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4122,19.66,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4124,19.67,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4126,19.68,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4128,19.69,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4130,19.7,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4132,19.71,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4134,19.72,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4136,19.73,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4138,19.74,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4140,19.75,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4142,19.76,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4144,19.77,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4146,19.78,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4148,19.79,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4150,19.8,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4152,19.81,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4154,19.82,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4156,19.83,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4158,19.84,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4160,19.85,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4162,19.86,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4164,19.87,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4166,19.88,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4168,19.89,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4170,19.9,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4172,19.91,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4174,19.92,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4176,19.93,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4178,19.94,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4180,19.95,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4182,19.96,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4184,19.97,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4186,19.98,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4188,19.99,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4190,20,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4192,20.01,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4194,20.02,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4196,20.03,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4198,20.04,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4200,20.05,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4202,20.06,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4204,20.07,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4206,20.08,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4208,20.09,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4210,20.1,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4212,20.11,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4214,20.12,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4216,20.13,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4218,20.14,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4220,20.15,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4222,20.16,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4224,20.17,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4226,20.18,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4228,20.19,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4230,20.2,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4232,20.21,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4234,20.22,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4236,20.23,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4238,20.24,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4240,20.25,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4242,20.26,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4244,20.27,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4246,20.28,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4248,20.29,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4250,20.3,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4252,20.31,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4254,20.32,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4256,20.33,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4258,20.34,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4260,20.35,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4262,20.36,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4264,20.37,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4266,20.38,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4268,20.39,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4270,20.4,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4272,20.41,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4274,20.42,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4276,20.43,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4278,20.44,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4280,20.45,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4282,20.46,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4284,20.47,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4286,20.48,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4288,20.49,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4290,20.5,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4292,20.51,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4294,20.52,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4296,20.53,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4298,20.54,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4300,20.55,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4302,20.56,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4304,20.57,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4306,20.58,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4308,20.59,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4310,20.6,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4312,20.61,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4314,20.62,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4316,20.63,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4318,20.64,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4320,20.65,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4322,20.66,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4324,20.67,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4326,20.68,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4328,20.69,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4330,20.7,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4332,20.71,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4334,20.72,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4336,20.73,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4338,20.74,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4340,20.75,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4342,20.76,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4344,20.77,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4346,20.78,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4348,20.79,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4350,20.8,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4352,20.81,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4354,20.82,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4356,20.83,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4358,20.84,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4360,20.85,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4362,20.86,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4364,20.87,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4366,20.88,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4368,20.89,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4370,20.9,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4372,20.91,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4374,20.92,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4376,20.93,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4378,20.94,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4380,20.95,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4382,20.96,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4384,20.97,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4386,20.98,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4388,20.99,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4390,21,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4392,21.01,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4394,21.02,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4396,21.03,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4398,21.04,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4400,21.05,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4402,21.06,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4404,21.07,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4406,21.08,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4408,21.09,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4410,21.1,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4412,21.11,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4414,21.12,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4416,21.13,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4418,21.14,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4420,21.15,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4422,21.16,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4424,21.17,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4426,21.18,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4428,21.19,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4430,21.2,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4432,21.21,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4434,21.22,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4436,21.23,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4438,21.24,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4440,21.25,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4442,21.26,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4444,21.27,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4446,21.28,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4448,21.29,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4450,21.3,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4452,21.31,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4454,21.32,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4456,21.33,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4458,21.34,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4460,21.35,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4462,21.36,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4464,21.37,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4466,21.38,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4468,21.39,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4470,21.4,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4472,21.41,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4474,21.42,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4476,21.43,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4478,21.44,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4480,21.45,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4482,21.46,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4484,21.47,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4486,21.48,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4488,21.49,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4490,21.5,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4492,21.51,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4494,21.52,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4496,21.53,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4498,21.54,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4500,21.55,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4502,21.56,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4504,21.57,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4506,21.58,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4508,21.59,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4510,21.6,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4512,21.61,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4514,21.62,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4516,21.63,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4518,21.64,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4520,21.65,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4522,21.66,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4524,21.67,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4526,21.68,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4528,21.69,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4530,21.7,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4532,21.71,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4534,21.72,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4536,21.73,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4538,21.74,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4540,21.75,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4542,21.76,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4544,21.77,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4546,21.78,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4548,21.79,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4550,21.8,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4552,21.81,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4554,21.82,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4556,21.83,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4558,21.84,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4560,21.85,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4562,21.86,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4564,21.87,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4566,21.88,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4568,21.89,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4570,21.9,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4572,21.91,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4574,21.92,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4576,21.93,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4578,21.94,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4580,21.95,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4582,21.96,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4584,21.97,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4586,21.98,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4588,21.99,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4590,22,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4592,22.01,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4594,22.02,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4596,22.03,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4598,22.04,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4600,22.05,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4602,22.06,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4604,22.07,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4606,22.08,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4608,22.09,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4610,22.1,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4612,22.11,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4614,22.12,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4616,22.13,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4618,22.14,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4620,22.15,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4622,22.16,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4624,22.17,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4626,22.18,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4628,22.19,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4630,22.2,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4632,22.21,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4634,22.22,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4636,22.23,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4638,22.24,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4640,22.25,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4642,22.26,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4644,22.27,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4646,22.28,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4648,22.29,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4650,22.3,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4652,22.31,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4654,22.32,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4656,22.33,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4658,22.34,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4660,22.35,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4662,22.36,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4664,22.37,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4666,22.38,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4668,22.39,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4670,22.4,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4672,22.41,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4674,22.42,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4676,22.43,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4678,22.44,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4680,22.45,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4682,22.46,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4684,22.47,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4686,22.48,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4688,22.49,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4690,22.5,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4692,22.51,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4694,22.52,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4696,22.53,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4698,22.54,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4700,22.55,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4702,22.56,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4704,22.57,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4706,22.58,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4708,22.59,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4710,22.6,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4712,22.61,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4714,22.62,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4716,22.63,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4718,22.64,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4720,22.65,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4722,22.66,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4724,22.67,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4726,22.68,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4728,22.69,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4730,22.7,,,,,,,,,,,,,,,#VALUE!,#VALUE!
4732,22.71,,,,,,,,,,,,,,,#VALUE!,#VALUE!
